MOFID,targets,Vatomic,EE_B_p,GATS4e,GATS1m,MATS4p,SpMin1_Bh_s,ATSC2e,SpMax2_Bh_m,GATS3p,Mp,EM,GATS2e,GATS2p,SpMAD_B_p,ratomic,GATS5e,GATS1p,SM1_Dz_e,ATSC1e,ATSC1p,P,m,Eta_sh_x,ATSC6p
387,0.002514,7.11,7.094,1.43,1.037,0.088,1.504,0.779,5.237,1.917,0.789,4.28,0.781,1.187,1.689,1.32,0.975,1.646,1.053,0.513,14.6,1.83,55.85,0.044,58.573
388,0.432814,7.11,7.143,1.304,1.026,0.085,1.551,0.648,5.236,1.909,0.823,4.28,0.81,1.178,1.721,1.32,1.011,1.609,1.073,0.288,11.91,1.83,55.85,0.04,46.817
389,0.537414,7.11,7.143,1.304,1.026,0.085,1.551,0.648,5.236,1.909,0.823,4.28,0.81,1.178,1.721,1.32,1.011,1.609,1.073,0.288,11.91,1.83,55.85,0.04,46.817
390,0.156214,7.11,7.136,1.583,0.985,0.094,1.504,0.97,5.236,1.914,0.82,4.28,0.813,1.178,1.724,1.32,1.136,1.664,1.145,0.452,14.671,1.83,55.85,0.04,47.744
391,0.207814,7.11,7.136,1.583,0.985,0.094,1.504,0.97,5.236,1.914,0.82,4.28,0.813,1.178,1.724,1.32,1.136,1.664,1.145,0.452,14.671,1.83,55.85,0.04,47.744
392,0.770714,7.11,7.275,1.25,1.011,0.053,1.552,0.583,5.236,1.834,0.819,4.28,0.851,1.156,1.743,1.32,0.928,1.554,0.599,0.319,13.22,1.83,55.85,0.034,59.494
393,0.796214,7.11,7.275,1.25,1.011,0.053,1.552,0.583,5.236,1.834,0.819,4.28,0.851,1.156,1.743,1.32,0.928,1.554,0.599,0.319,13.22,1.83,55.85,0.034,59.494
394,0.166014,7.11,7.269,1.565,0.973,0.06,1.552,0.866,5.236,1.84,0.816,4.28,0.836,1.156,1.745,1.32,1.071,1.607,0.712,0.435,16.019,1.83,55.85,0.035,60.494
395,0.247514,7.11,7.269,1.565,0.973,0.06,1.552,0.866,5.236,1.84,0.816,4.28,0.836,1.156,1.745,1.32,1.071,1.607,0.712,0.435,16.019,1.83,55.85,0.035,60.494
396,0.981014,7.11,7.248,1.217,1.014,0.095,1.551,0.602,5.236,1.944,0.825,4.28,0.903,1.202,1.745,1.32,0.941,1.603,1.246,0.334,12.301,1.83,55.85,0.035,44.359
397,1.014114,7.11,7.248,1.217,1.014,0.095,1.551,0.602,5.236,1.944,0.825,4.28,0.903,1.202,1.745,1.32,0.941,1.603,1.246,0.334,12.301,1.83,55.85,0.035,44.359
398,0.688914,7.11,7.242,1.522,0.974,0.104,1.504,0.934,5.236,1.95,0.822,4.28,0.896,1.201,1.748,1.32,1.093,1.658,1.306,0.505,15.065,1.83,55.85,0.036,45.335
399,0.588414,7.11,7.242,1.522,0.974,0.104,1.504,0.934,5.236,1.95,0.822,4.28,0.896,1.201,1.748,1.32,1.093,1.658,1.306,0.505,15.065,1.83,55.85,0.036,45.335
400,0.463914,7.11,7.195,1.206,1.011,0.057,1.551,0.602,5.236,1.817,0.81,4.28,0.813,1.11,1.682,1.32,0.904,1.55,0.599,0.321,13.132,1.83,55.85,0.037,65.336
401,0.702314,7.11,7.195,1.206,1.011,0.057,1.551,0.602,5.236,1.817,0.81,4.28,0.813,1.11,1.682,1.32,0.904,1.55,0.599,0.321,13.132,1.83,55.85,0.037,65.336
402,0.189014,7.11,7.189,1.511,0.973,0.065,1.504,0.886,5.236,1.823,0.808,4.28,0.799,1.109,1.684,1.32,1.032,1.604,0.712,0.436,15.937,1.83,55.85,0.037,66.295
403,0.239314,7.11,7.189,1.511,0.973,0.065,1.504,0.886,5.236,1.823,0.808,4.28,0.799,1.109,1.684,1.32,1.032,1.604,0.712,0.436,15.937,1.83,55.85,0.037,66.295
404,0.650914,7.11,7.228,1.168,1.021,0.069,1.551,0.467,5.237,1.871,0.813,4.28,0.845,1.155,1.73,1.32,1.045,1.554,0.974,0.319,12.617,1.83,55.85,0.038,54.354
405,0.704514,7.11,7.228,1.168,1.021,0.069,1.551,0.467,5.237,1.871,0.813,4.28,0.845,1.155,1.73,1.32,1.045,1.554,0.974,0.319,12.617,1.83,55.85,0.038,54.354
406,0.438814,7.11,7.222,1.456,0.982,0.077,1.504,0.76,5.237,1.877,0.81,4.28,0.836,1.154,1.733,1.32,1.15,1.608,1.053,0.457,15.389,1.83,55.85,0.038,55.321
407,0.242514,7.11,7.222,1.456,0.982,0.077,1.504,0.76,5.237,1.877,0.81,4.28,0.836,1.154,1.733,1.32,1.15,1.608,1.053,0.457,15.389,1.83,55.85,0.038,55.321
408,0.241214,7.11,7.24,1.078,1.007,0.061,1.551,0.579,5.236,1.871,0.835,4.28,0.646,1.141,1.734,1.32,1.033,1.567,1.194,0.323,12.299,1.83,55.85,0.035,51.602
409,0.653214,7.11,7.24,1.078,1.007,0.061,1.551,0.579,5.236,1.871,0.835,4.28,0.646,1.141,1.734,1.32,1.033,1.567,1.194,0.323,12.299,1.83,55.85,0.035,51.602
410,0.458614,7.11,7.233,1.287,0.968,0.07,1.504,0.905,5.236,1.877,0.832,4.28,0.668,1.14,1.737,1.32,1.11,1.621,1.258,0.491,15.072,1.83,55.85,0.035,52.611
411,0.250114,7.11,7.233,1.287,0.968,0.07,1.504,0.905,5.236,1.877,0.832,4.28,0.668,1.14,1.737,1.32,1.11,1.621,1.258,0.491,15.072,1.83,55.85,0.035,52.611
412,1.076714,7.11,7.282,0.991,1.048,0.103,1.548,1.568,5.238,1.991,0.825,4.28,0.759,1.223,1.728,1.32,0.817,1.629,1.862,0.832,12.271,1.83,55.85,0.032,43.016
413,1.065914,7.11,7.282,0.991,1.048,0.103,1.548,1.568,5.238,1.991,0.825,4.28,0.759,1.223,1.728,1.32,0.817,1.629,1.862,0.832,12.271,1.83,55.85,0.032,43.016
414,1.076514,7.11,7.276,1.18,1.006,0.112,1.501,1.887,5.238,1.998,0.822,4.28,0.777,1.222,1.73,1.32,0.835,1.684,1.895,1.053,15.033,1.83,55.85,0.032,43.973
415,1.345614,7.11,7.276,1.18,1.006,0.112,1.501,1.887,5.238,1.998,0.822,4.28,0.777,1.222,1.73,1.32,0.835,1.684,1.895,1.053,15.033,1.83,55.85,0.032,43.973
416,1.128014,7.11,7.208,1.196,1.01,0.083,1.551,0.98,5.237,1.936,0.816,4.28,0.712,1.156,1.731,1.32,1.126,1.606,1.246,0.347,12.136,1.83,55.85,0.038,45.633
417,1.028214,7.11,7.208,1.196,1.01,0.083,1.551,0.98,5.237,1.936,0.816,4.28,0.712,1.156,1.731,1.32,1.126,1.606,1.246,0.347,12.136,1.83,55.85,0.038,45.633
418,0.369214,7.11,7.201,1.473,0.97,0.091,1.504,1.289,5.237,1.942,0.813,4.28,0.73,1.156,1.733,1.32,1.231,1.661,1.306,0.521,14.897,1.83,55.85,0.038,46.573
419,0.301914,7.11,7.201,1.473,0.97,0.091,1.504,1.289,5.237,1.942,0.813,4.28,0.73,1.156,1.733,1.32,1.231,1.661,1.306,0.521,14.897,1.83,55.85,0.038,46.573
420,1.024614,7.11,7.441,1.06,0.97,0.065,1.551,1.305,5.236,1.906,0.818,4.28,0.717,1.192,1.728,1.32,0.995,1.562,1.862,0.695,14.24,1.83,55.85,0.026,55.782
421,0.341014,7.11,7.436,1.223,0.934,0.073,1.504,1.632,5.236,1.912,0.816,4.28,0.733,1.192,1.73,1.32,1.071,1.614,1.895,0.896,17.037,1.83,55.85,0.026,56.694
422,0.351914,7.11,7.157,1.384,1.068,0.067,1.551,0.522,5.236,2.015,0.847,4.28,0.903,1.239,1.751,1.32,0.974,1.636,0.599,0.29,11.544,1.83,55.85,0.04,41.955
423,0.476514,7.11,7.157,1.384,1.068,0.067,1.551,0.522,5.236,2.015,0.847,4.28,0.903,1.239,1.751,1.32,0.974,1.636,0.599,0.29,11.544,1.83,55.85,0.04,41.955
424,0.313114,7.11,7.15,1.751,1.025,0.077,1.504,0.794,5.236,2.02,0.844,4.28,0.889,1.238,1.753,1.32,1.155,1.692,0.712,0.407,14.29,1.83,55.85,0.04,42.985
425,0.295914,7.11,7.15,1.751,1.025,0.077,1.504,0.794,5.236,2.02,0.844,4.28,0.889,1.238,1.753,1.32,1.155,1.692,0.712,0.407,14.29,1.83,55.85,0.04,42.985
426,0.523514,7.11,7.441,1.06,0.97,0.065,1.551,1.305,5.236,1.906,0.818,4.28,0.717,1.192,1.728,1.32,0.995,1.562,1.862,0.695,14.24,1.83,55.85,0.026,55.782
427,0.275614,7.11,7.436,1.223,0.934,0.073,1.504,1.632,5.236,1.912,0.816,4.28,0.733,1.192,1.73,1.32,1.071,1.614,1.895,0.896,17.037,1.83,55.85,0.026,56.694
428,1.239814,6.61,6.847,1.679,1.103,0.055,1.529,0.49,5.45,1.81,0.821,4.39,0.944,1.131,1.734,1.26,1.225,1.58,0.518,0.127,10.282,1.88,58.93,0.045,47.759
429,1.150614,6.61,6.847,1.679,1.103,0.055,1.529,0.49,5.45,1.81,0.821,4.39,0.944,1.131,1.734,1.26,1.225,1.58,0.518,0.127,10.282,1.88,58.93,0.045,47.759
430,1.076214,6.61,6.84,2.044,1.06,0.065,1.489,0.772,5.45,1.817,0.818,4.39,0.875,1.131,1.738,1.26,1.333,1.641,0.64,0.159,12.706,1.88,58.93,0.045,48.461
431,1.089014,6.61,6.84,2.044,1.06,0.065,1.489,0.772,5.45,1.817,0.818,4.39,0.875,1.131,1.738,1.26,1.333,1.641,0.64,0.159,12.706,1.88,58.93,0.045,48.461
432,1.222814,6.61,6.808,1.115,1.121,0.146,1.528,0.7,5.45,2.038,0.831,4.39,0.972,1.15,1.739,1.26,1.058,1.645,1.204,0.226,9.483,1.88,58.93,0.047,32.497
433,1.072314,6.61,6.808,1.115,1.121,0.146,1.528,0.7,5.45,2.038,0.831,4.39,0.972,1.15,1.739,1.26,1.058,1.645,1.204,0.226,9.483,1.88,58.93,0.047,32.497
434,1.066214,6.61,6.8,1.495,1.076,0.163,1.482,1.012,5.45,2.045,0.827,4.39,0.948,1.15,1.742,1.26,1.078,1.708,1.267,0.327,11.855,1.88,58.93,0.047,33.044
435,1.130814,6.61,6.891,1.308,1.119,0.08,1.529,0.449,5.45,1.834,0.785,4.39,0.741,1.138,1.674,1.26,1.108,1.539,0.919,0.212,10.893,1.88,58.93,0.041,54.598
436,0.982814,6.61,6.891,1.308,1.119,0.08,1.529,0.449,5.45,1.834,0.785,4.39,0.741,1.138,1.674,1.26,1.108,1.539,0.919,0.212,10.893,1.88,58.93,0.041,54.598
437,0.924114,6.61,6.884,1.669,1.078,0.088,1.496,0.716,5.45,1.843,0.782,4.39,0.761,1.139,1.676,1.26,1.147,1.6,1.002,0.25,13.327,1.88,58.93,0.042,55.815
438,1.182514,6.61,6.942,1.528,1.066,0.086,1.529,0.536,5.45,1.838,0.817,4.39,0.816,1.136,1.712,1.26,1.19,1.571,1.023,0.097,10.932,1.88,58.93,0.037,44.633
439,1.060414,6.61,6.935,1.872,1.025,0.097,1.483,0.85,5.45,1.846,0.814,4.39,0.814,1.136,1.714,1.26,1.326,1.631,1.098,0.17,13.36,1.88,58.93,0.037,45.264
440,1.496814,6.61,7.101,1.642,1.053,0.047,1.552,0.535,5.45,1.759,0.814,4.39,0.932,1.11,1.735,1.26,1.251,1.503,0.518,0.148,12.321,1.88,58.93,0.032,56.76
441,1.261114,6.61,7.101,1.642,1.053,0.047,1.552,0.535,5.45,1.759,0.814,4.39,0.932,1.11,1.735,1.26,1.251,1.503,0.518,0.148,12.321,1.88,58.93,0.032,56.76
442,1.144014,6.61,7.095,2.009,1.015,0.056,1.552,0.827,5.45,1.766,0.811,4.39,0.872,1.11,1.737,1.26,1.369,1.559,0.64,0.178,14.786,1.88,58.93,0.032,57.476
443,1.494514,6.61,7.069,1.323,1.054,0.098,1.529,0.459,5.45,1.869,0.82,4.39,0.941,1.163,1.738,1.26,1.0,1.565,1.204,0.143,11.326,1.88,58.93,0.033,42.474
444,1.336714,6.61,7.069,1.323,1.054,0.098,1.529,0.459,5.45,1.869,0.82,4.39,0.941,1.163,1.738,1.26,1.0,1.565,1.204,0.143,11.326,1.88,58.93,0.033,42.474
445,1.061514,6.61,7.063,1.723,1.014,0.109,1.483,0.785,5.45,1.877,0.817,4.39,0.919,1.163,1.74,1.26,1.201,1.624,1.267,0.225,13.757,1.88,58.93,0.033,43.14
446,1.274814,6.61,6.993,1.567,1.06,0.056,1.529,0.568,5.45,1.756,0.796,4.39,0.886,1.062,1.661,1.26,1.228,1.509,0.518,0.155,12.479,1.88,58.93,0.035,64.584
447,1.078714,6.61,6.999,1.939,1.014,0.062,1.483,0.847,5.45,1.751,0.802,4.39,0.833,1.065,1.673,1.26,1.326,1.558,0.64,0.18,14.728,1.88,58.93,0.035,63.119
448,1.268714,6.61,7.045,1.349,1.061,0.067,1.529,0.438,5.45,1.798,0.807,4.39,0.888,1.113,1.721,1.26,1.286,1.507,0.919,0.165,11.672,1.88,58.93,0.035,51.94
449,1.150814,6.61,7.045,1.349,1.061,0.067,1.529,0.438,5.45,1.798,0.807,4.39,0.888,1.113,1.721,1.26,1.286,1.507,0.919,0.165,11.672,1.88,58.93,0.035,51.94
450,1.143114,6.61,7.024,1.696,1.027,0.074,1.484,0.726,5.45,1.817,0.796,4.39,0.856,1.11,1.714,1.26,1.363,1.573,1.002,0.202,14.25,1.88,58.93,0.036,54.572
451,1.079914,6.61,7.024,1.696,1.027,0.074,1.484,0.726,5.45,1.817,0.796,4.39,0.856,1.11,1.714,1.26,1.363,1.573,1.002,0.202,14.25,1.88,58.93,0.036,54.572
452,1.518814,6.61,7.059,1.131,1.048,0.058,1.529,0.442,5.45,1.797,0.83,4.39,0.597,1.095,1.726,1.26,1.147,1.52,1.15,0.136,11.325,1.88,58.93,0.033,49.54
453,1.121314,6.61,7.041,1.401,1.01,0.067,1.483,0.767,5.45,1.816,0.818,4.39,0.629,1.09,1.718,1.26,1.189,1.585,1.217,0.205,13.988,1.88,58.93,0.033,52.524
454,1.592314,6.61,7.124,0.928,1.096,0.106,1.527,1.347,5.451,1.897,0.827,4.39,0.722,1.174,1.73,1.26,0.789,1.586,1.839,0.675,11.125,1.88,58.93,0.03,40.394
455,1.507414,6.61,7.124,0.928,1.096,0.106,1.527,1.347,5.451,1.897,0.827,4.39,0.722,1.174,1.73,1.26,0.789,1.586,1.839,0.675,11.125,1.88,58.93,0.03,40.394
456,1.332014,6.61,7.02,1.319,1.05,0.083,1.529,0.861,5.45,1.866,0.81,4.39,0.669,1.114,1.722,1.26,1.295,1.571,1.204,0.152,11.165,1.88,58.93,0.036,43.624
457,1.440814,6.61,7.02,1.319,1.05,0.083,1.529,0.861,5.45,1.866,0.81,4.39,0.669,1.114,1.722,1.26,1.295,1.571,1.204,0.152,11.165,1.88,58.93,0.036,43.624
458,1.081414,6.61,7.014,1.675,1.01,0.093,1.483,1.163,5.45,1.874,0.807,4.39,0.7,1.114,1.724,1.26,1.406,1.63,1.267,0.237,13.591,1.88,58.93,0.036,44.258
459,1.053214,6.61,7.014,1.675,1.01,0.093,1.483,1.163,5.45,1.874,0.807,4.39,0.7,1.114,1.724,1.26,1.406,1.63,1.267,0.237,13.591,1.88,58.93,0.036,44.258
460,1.238114,6.61,7.308,1.055,1.014,0.061,1.529,1.108,5.45,1.814,0.819,4.39,0.68,1.144,1.73,1.26,1.014,1.511,1.839,0.525,13.099,1.88,58.93,0.024,52.377
461,1.064614,6.61,7.303,1.24,0.977,0.071,1.483,1.432,5.45,1.822,0.817,4.39,0.699,1.144,1.732,1.26,1.102,1.566,1.873,0.64,15.554,1.88,58.93,0.024,53.004
462,1.005814,6.61,7.303,1.24,0.977,0.071,1.483,1.432,5.45,1.822,0.817,4.39,0.699,1.144,1.732,1.26,1.102,1.566,1.873,0.64,15.554,1.88,58.93,0.024,53.004
463,1.420314,6.61,6.959,1.859,1.111,0.064,1.529,0.478,5.45,1.937,0.842,4.39,0.998,1.191,1.742,1.26,1.302,1.592,0.518,0.124,10.507,1.88,58.93,0.037,40.404
464,1.009014,6.61,6.952,2.288,1.068,0.077,1.483,0.761,5.45,1.945,0.838,4.39,0.929,1.19,1.745,1.26,1.481,1.653,0.64,0.157,12.921,1.88,58.93,0.037,41.132
465,1.149814,6.61,7.101,1.629,1.053,0.044,1.562,0.535,5.45,1.736,0.814,4.39,0.932,1.11,1.742,1.26,1.2,1.503,0.518,0.148,12.321,1.88,58.93,0.032,58.297
466,1.090814,6.61,7.096,2.0,1.015,0.054,1.562,0.827,5.45,1.744,0.811,4.39,0.872,1.11,1.745,1.26,1.309,1.559,0.64,0.178,14.786,1.88,58.93,0.032,59.054
467,1.101614,6.61,7.096,2.0,1.015,0.054,1.562,0.827,5.45,1.744,0.811,4.39,0.872,1.11,1.745,1.26,1.309,1.559,0.64,0.178,14.786,1.88,58.93,0.032,59.054
468,1.310514,6.61,7.308,1.055,1.014,0.061,1.529,1.108,5.45,1.814,0.819,4.39,0.68,1.144,1.73,1.26,1.014,1.511,1.839,0.525,13.099,1.88,58.93,0.024,52.377
469,0.946814,6.61,7.303,1.24,0.977,0.071,1.483,1.432,5.45,1.822,0.817,4.39,0.699,1.144,1.732,1.26,1.102,1.566,1.873,0.64,15.554,1.88,58.93,0.024,53.004
470,1.081514,6.61,6.881,1.19,1.097,0.069,1.532,0.46,5.45,1.83,0.818,4.39,0.762,1.132,1.733,1.26,0.814,1.582,0.776,0.107,10.496,1.88,58.93,0.042,47.887
471,1.091114,6.61,6.874,1.564,1.055,0.079,1.489,0.728,5.45,1.838,0.814,4.39,0.771,1.132,1.736,1.26,0.994,1.643,0.871,0.14,12.927,1.88,58.93,0.043,48.883
472,1.134514,6.61,6.843,1.028,1.122,0.16,1.531,0.828,5.45,2.059,0.826,4.39,0.894,1.152,1.737,1.26,0.896,1.648,1.342,0.296,9.639,1.88,58.93,0.044,32.413
473,1.002514,6.61,6.835,1.341,1.077,0.176,1.486,1.137,5.45,2.066,0.822,4.39,0.896,1.152,1.74,1.26,0.94,1.711,1.397,0.406,12.02,1.88,58.93,0.044,33.269
474,1.121414,6.61,6.835,1.341,1.077,0.176,1.486,1.137,5.45,2.066,0.822,4.39,0.896,1.152,1.74,1.26,0.94,1.711,1.397,0.406,12.02,1.88,58.93,0.044,33.269
475,1.212514,6.61,6.923,1.089,1.112,0.091,1.533,0.441,5.45,1.852,0.783,4.39,0.693,1.138,1.674,1.26,0.858,1.54,1.098,0.207,11.121,1.88,58.93,0.039,54.917
476,0.958514,6.61,6.916,1.404,1.071,0.099,1.496,0.761,5.45,1.861,0.78,4.39,0.722,1.138,1.676,1.26,0.937,1.601,1.168,0.279,13.562,1.88,58.93,0.04,56.409
477,1.207514,6.61,6.973,1.275,1.063,0.099,1.532,0.626,5.45,1.855,0.814,4.39,0.75,1.136,1.711,1.26,0.949,1.572,1.186,0.146,11.148,1.88,58.93,0.035,44.705
478,1.051114,6.61,6.966,1.587,1.022,0.109,1.488,0.942,5.45,1.862,0.811,4.39,0.766,1.135,1.713,1.26,1.098,1.632,1.251,0.228,13.582,1.88,58.93,0.036,45.626
479,1.257314,6.61,7.127,1.192,1.046,0.059,1.552,0.511,5.45,1.773,0.811,4.39,0.76,1.108,1.734,1.26,0.85,1.503,0.776,0.13,12.574,1.88,58.93,0.031,56.932
480,1.071214,6.61,7.121,1.554,1.008,0.068,1.552,0.793,5.45,1.78,0.809,4.39,0.769,1.108,1.736,1.26,1.028,1.559,0.871,0.162,15.043,1.88,58.93,0.031,57.934
481,1.298614,6.61,7.096,1.177,1.051,0.111,1.532,0.583,5.45,1.883,0.817,4.39,0.86,1.161,1.736,1.26,0.853,1.565,1.342,0.198,11.546,1.88,58.93,0.032,42.557
482,1.253614,6.61,7.091,1.516,1.012,0.122,1.488,0.908,5.45,1.891,0.814,4.39,0.861,1.161,1.738,1.26,1.034,1.624,1.397,0.287,13.981,1.88,58.93,0.032,43.507
483,1.261314,6.61,7.034,1.149,1.045,0.065,1.533,0.529,5.45,1.758,0.802,4.39,0.727,1.065,1.673,1.26,0.833,1.502,0.776,0.132,12.512,1.88,58.93,0.033,62.626
484,1.091914,6.61,7.028,1.499,1.007,0.073,1.488,0.813,5.45,1.766,0.8,4.39,0.734,1.065,1.676,1.26,0.993,1.559,0.871,0.163,14.987,1.88,58.93,0.033,63.588
485,1.119114,6.61,7.028,1.499,1.007,0.073,1.488,0.813,5.45,1.766,0.8,4.39,0.734,1.065,1.676,1.26,0.993,1.559,0.871,0.163,14.987,1.88,58.93,0.033,63.588
486,1.252614,6.61,7.073,1.123,1.056,0.079,1.533,0.422,5.45,1.814,0.805,4.39,0.784,1.113,1.721,1.26,0.987,1.508,1.098,0.151,11.898,1.88,58.93,0.034,52.117
487,1.088114,6.61,7.067,1.448,1.017,0.088,1.488,0.744,5.45,1.822,0.802,4.39,0.788,1.113,1.724,1.26,1.114,1.566,1.168,0.222,14.342,1.88,58.93,0.034,53.072
488,1.457014,6.61,7.086,1.051,1.045,0.072,1.532,0.555,5.45,1.811,0.827,4.39,0.601,1.094,1.725,1.26,1.013,1.521,1.295,0.185,11.559,1.88,58.93,0.031,49.65
489,1.007614,6.61,7.08,1.278,1.006,0.082,1.488,0.876,5.45,1.818,0.824,4.39,0.63,1.094,1.728,1.26,1.098,1.579,1.353,0.271,14.004,1.88,58.93,0.032,50.659
490,1.714014,6.61,7.136,0.936,1.09,0.119,1.53,1.501,5.451,1.931,0.817,4.39,0.741,1.181,1.72,1.26,0.78,1.592,1.915,0.744,11.509,1.88,58.93,0.029,41.306
491,1.290014,6.61,7.13,1.139,1.048,0.129,1.485,1.813,5.451,1.939,0.814,4.39,0.761,1.181,1.722,1.26,0.802,1.652,1.946,0.883,13.942,1.88,58.93,0.029,42.237
492,1.268914,6.61,7.049,1.164,1.047,0.096,1.532,0.942,5.45,1.881,0.807,4.39,0.654,1.114,1.721,1.26,1.068,1.573,1.342,0.213,11.379,1.88,58.93,0.034,43.754
493,1.087714,6.61,7.043,1.472,1.007,0.105,1.488,1.245,5.45,1.889,0.804,4.39,0.685,1.114,1.723,1.26,1.193,1.632,1.397,0.306,13.811,1.88,58.93,0.034,44.67
494,1.248714,6.61,7.317,1.044,1.01,0.072,1.532,1.26,5.45,1.838,0.812,4.39,0.695,1.147,1.722,1.26,0.98,1.514,1.915,0.588,13.583,1.88,58.93,0.023,53.105
495,1.044814,6.61,7.313,1.215,0.974,0.081,1.488,1.583,5.45,1.846,0.809,4.39,0.713,1.147,1.723,1.26,1.061,1.57,1.946,0.707,16.047,1.88,58.93,0.023,54.018
496,1.429114,6.61,6.989,1.323,1.105,0.08,1.532,0.455,5.45,1.951,0.838,4.39,0.808,1.188,1.74,1.26,0.88,1.591,0.776,0.105,10.715,1.88,58.93,0.036,40.503
497,0.999314,6.61,6.983,1.748,1.063,0.092,1.488,0.726,5.45,1.959,0.834,4.39,0.818,1.187,1.743,1.26,1.106,1.652,0.871,0.14,13.136,1.88,58.93,0.036,41.532
498,1.253414,6.61,7.317,1.044,1.01,0.072,1.532,1.26,5.45,1.838,0.812,4.39,0.695,1.147,1.722,1.26,0.98,1.514,1.915,0.588,13.583,1.88,58.93,0.023,53.105
499,1.033614,6.61,7.313,1.215,0.974,0.081,1.488,1.583,5.45,1.846,0.809,4.39,0.713,1.147,1.723,1.26,1.061,1.57,1.946,0.707,16.047,1.88,58.93,0.023,54.018
500,1.047114,6.59,6.724,1.954,1.058,0.074,1.489,0.943,5.433,1.766,0.809,4.44,1.043,1.091,1.728,1.24,1.394,1.605,0.19,0.637,11.89,1.91,58.69,0.041,46.417
501,1.042114,6.59,6.68,1.473,1.073,0.182,1.466,1.1,5.433,2.003,0.817,4.44,1.019,1.111,1.732,1.24,1.219,1.69,1.052,0.687,10.91,1.91,58.69,0.042,31.358
502,0.801314,6.59,6.774,1.692,1.076,0.096,1.496,0.867,5.433,1.788,0.775,4.44,0.915,1.096,1.666,1.24,1.24,1.555,0.712,0.71,12.56,1.91,58.69,0.038,53.734
503,1.026214,6.59,6.831,1.83,1.023,0.108,1.468,0.906,5.433,1.794,0.806,4.44,0.935,1.098,1.706,1.24,1.406,1.597,0.839,0.574,12.548,1.91,58.69,0.034,43.201
504,0.829014,6.59,7.007,1.946,1.012,0.06,1.552,0.993,5.433,1.708,0.805,4.44,1.041,1.068,1.73,1.24,1.444,1.512,0.19,0.66,14.06,1.91,58.69,0.029,55.077
505,0.719414,6.59,6.972,1.726,1.011,0.122,1.468,0.835,5.433,1.818,0.81,4.44,1.006,1.127,1.733,1.24,1.342,1.589,1.052,0.616,12.945,1.91,58.69,0.03,41.268
506,0.922914,6.59,6.902,1.88,1.012,0.067,1.468,1.015,5.433,1.696,0.796,4.44,0.995,1.026,1.666,1.24,1.389,1.513,0.19,0.663,14.026,1.91,58.69,0.031,60.624
507,1.046314,6.59,6.928,1.69,1.025,0.081,1.468,0.884,5.433,1.76,0.789,4.44,0.978,1.071,1.707,1.24,1.429,1.53,0.712,0.669,13.496,1.91,58.69,0.032,52.381
508,1.008414,6.59,6.947,1.423,1.008,0.075,1.468,0.824,5.433,1.755,0.811,4.44,0.729,1.046,1.71,1.24,1.227,1.541,0.989,0.603,13.221,1.91,58.69,0.03,50.524
509,0.827314,6.59,7.033,1.24,1.05,0.132,1.465,1.797,5.434,1.849,0.818,4.44,0.786,1.138,1.726,1.24,0.901,1.614,1.762,1.111,12.705,1.91,58.69,0.027,39.293
510,1.075114,6.59,6.918,1.665,1.007,0.104,1.468,1.247,5.433,1.821,0.8,4.44,0.821,1.077,1.716,1.24,1.484,1.601,1.052,0.623,12.779,1.91,58.69,0.032,42.354
511,0.830214,6.59,7.232,1.267,0.974,0.076,1.468,1.529,5.433,1.759,0.812,4.44,0.75,1.106,1.727,1.24,1.14,1.523,1.762,0.974,14.794,1.91,58.69,0.021,50.513
512,0.880914,6.59,6.85,2.188,1.065,0.087,1.468,0.922,5.433,1.883,0.831,4.44,1.106,1.144,1.737,1.24,1.569,1.611,0.19,0.631,12.059,1.91,58.69,0.034,39.503
513,1.019514,6.59,7.007,1.94,1.012,0.058,1.562,0.993,5.433,1.682,0.805,4.44,1.041,1.068,1.738,1.24,1.379,1.512,0.19,0.66,14.06,1.91,58.69,0.029,57.115
514,0.727714,6.59,7.232,1.267,0.974,0.076,1.468,1.529,5.433,1.759,0.812,4.44,0.75,1.106,1.727,1.24,1.14,1.523,1.762,0.974,14.794,1.91,58.69,0.021,50.513
515,1.246014,6.59,6.762,1.576,1.052,0.089,1.489,0.878,5.433,1.786,0.806,4.44,0.909,1.09,1.727,1.24,1.097,1.605,0.532,0.607,12.13,1.91,58.69,0.039,47.248
516,1.080314,6.59,6.719,1.34,1.075,0.197,1.471,1.241,5.433,2.023,0.813,4.44,0.96,1.111,1.73,1.24,1.076,1.691,1.211,0.751,11.099,1.91,58.69,0.04,32.036
517,1.108914,6.59,6.81,1.456,1.069,0.108,1.496,0.812,5.433,1.805,0.773,4.44,0.847,1.093,1.667,1.24,1.041,1.555,0.928,0.686,12.809,1.91,58.69,0.036,54.655
518,1.163114,6.59,6.865,1.59,1.019,0.123,1.472,1.007,5.433,1.81,0.803,4.44,0.868,1.096,1.705,1.24,1.194,1.597,1.032,0.618,12.785,1.91,58.69,0.032,43.978
519,1.138614,6.59,7.035,1.58,1.005,0.073,1.552,0.944,5.433,1.722,0.803,4.44,0.908,1.064,1.729,1.24,1.139,1.511,0.532,0.634,14.328,1.91,58.69,0.028,55.931
520,0.861214,6.59,7.002,1.541,1.009,0.137,1.472,0.969,5.433,1.832,0.807,4.44,0.939,1.123,1.732,1.24,1.171,1.588,1.211,0.666,13.184,1.91,58.69,0.029,42.047
