MOFID,Label_Stab,sample_weight,ATS7p,ATSC3p,VE2_X,P_VSA_v_3,SpMax8_Bh_m,P_VSA_s_3,Molecular_Topological_Index_Unit,SM2_B_p,TIC2,Eig11_EA_ed,Eig13_AEA_ed,VE1_X,SpMaxA_B_s,MLOGP2,SM13_AEA_bo,JGT,VE3sign_H2,IC2,P_VSA_LogP_7,F04_C_N,Eig06_EA_ri,P_VSA_LogP_5,SpMin6_Bh_s,SpMax4_Bh_e,LogP_Linker,GATS2m,SpMin1_Bh_s,X3v,SpMax4_Bh_m,GGI5
L1-N-CoCo-C,1,3.0,5.54,37.444,0.107,314.964,3.653,68.581,3291.218687,5.696,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.963,3.91,2.6394,1.071,1.529,25.351,4.189,4.642
L1-N-CoCo-CHO,1,3.0,5.633,37.579,0.102,325.231,3.653,74.952,3505.064883,5.747,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.966,3.936,2.6394,1.076,1.532,25.797,4.189,4.878
L1-N-CrCr-C,1,3.0,5.657,50.056,0.107,314.964,3.653,68.581,3291.218687,5.853,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.968,3.91,2.6394,1.019,1.588,29.652,4.185,4.642
L1-N-CrCr-CHO,1,3.0,5.765,49.966,0.102,325.231,3.653,74.952,3505.064883,5.897,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.993,3.936,2.6394,1.022,1.59,30.099,4.185,4.878
L1-N-CuCu-C,1,3.0,5.497,33.107,0.107,314.964,3.653,68.581,3291.218687,5.654,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.963,3.91,2.6394,1.101,1.496,23.662,4.19,4.642
L1-N-CuCu-CHO,1,3.0,5.584,33.314,0.102,325.231,3.653,74.952,3505.064883,5.707,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.966,3.936,2.6394,1.108,1.5,24.109,4.19,4.878
L1-N-FeFe-C,1,3.0,5.567,40.223,0.107,314.964,3.653,68.581,3291.218687,5.727,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.963,3.91,2.6394,1.049,1.548,26.467,4.187,4.642
L1-N-FeFe-CHO,1,3.0,5.664,40.311,0.102,325.231,3.653,74.952,3505.064883,5.776,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.969,3.936,2.6394,1.053,1.551,26.913,4.187,4.878
L1-N-MnMn-C,1,3.0,5.596,43.304,0.107,314.964,3.653,68.581,3291.218687,5.763,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.963,3.91,2.6394,1.042,1.567,27.859,4.187,4.642
L1-N-MnMn-CHO,1,3.0,5.696,43.339,0.102,325.231,3.653,74.952,3505.064883,5.811,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.981,3.936,2.6394,1.046,1.57,28.305,4.187,4.878
L1-N-NiNi-C,1,3.0,5.519,35.277,0.107,314.964,3.653,68.581,3291.218687,5.674,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.963,3.91,2.6394,1.069,1.512,24.433,4.189,4.642
L1-N-NiNi-CHO,1,3.0,5.609,35.449,0.102,325.231,3.653,74.952,3505.064883,5.726,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.966,3.936,2.6394,1.075,1.516,24.879,4.189,4.878
L1-N-ScSc-C,0,2.60588889,5.811,68.886,0.107,314.964,3.653,68.581,3291.218687,6.144,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,1.002,3.91,2.6394,0.958,1.658,41.045,4.174,4.642
L1-N-ScSc-CHO,0,3.0,5.936,68.406,0.102,325.231,3.653,74.952,3505.064883,6.177,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,1.019,3.936,2.6394,0.959,1.66,41.492,4.174,4.878
L1-N-TiTi-C,1,3.0,5.734,59.204,0.107,314.964,3.653,68.581,3291.218687,5.989,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.991,3.91,2.6394,0.984,1.633,35.545,4.18,4.642
L1-N-TiTi-CHO,1,3.0,5.851,58.933,0.102,325.231,3.653,74.952,3505.064883,6.027,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,1.016,3.936,2.6394,0.986,1.635,35.991,4.18,4.878
L1-N-VV-C,1,3.0,5.678,52.502,0.107,314.964,3.653,68.581,3291.218687,5.888,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.979,3.91,2.6394,1.01,1.61,32.071,4.184,4.642
L1-N-VV-CHO,1,3.0,5.789,52.366,0.102,325.231,3.653,74.952,3505.064883,5.93,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,1.005,3.936,2.6394,1.013,1.612,32.517,4.184,4.878
L1-N-ZnZn-C,1,3.0,5.528,36.206,0.107,314.964,3.653,68.581,3291.218687,5.683,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,38,2.858,60.158,0.963,3.91,2.6394,1.112,1.489,23.005,4.191,4.642
L1-N-ZnZn-CHO,1,3.0,5.62,36.363,0.102,325.231,3.653,74.952,3505.064883,5.735,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,38,2.923,66.53,0.966,3.936,2.6394,1.12,1.489,23.451,4.191,4.878
L1-O-CoCo-C,1,3.0,5.529,38.299,0.107,319.937,3.653,73.555,9003.024964,5.695,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.962,3.913,3.3798,1.067,1.489,24.26,4.189,4.642
L1-O-CoCo-CHO,1,3.0,5.622,38.465,0.102,330.204,3.653,79.926,9247.426044,5.746,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.966,3.939,3.3798,1.073,1.489,24.706,4.189,4.878
L1-O-CrCr-C,1,3.0,5.647,50.735,0.107,319.937,3.653,73.555,9003.024964,5.852,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.968,3.913,3.3798,1.014,1.538,28.186,4.185,4.642
L1-O-CrCr-CHO,1,3.0,5.755,50.684,0.102,330.204,3.653,79.926,9247.426044,5.896,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.975,3.939,3.3798,1.018,1.541,28.632,4.185,4.878
L1-O-CuCu-C,1,3.0,5.485,34.023,0.107,319.937,3.653,73.555,9003.024964,5.653,315.681,8.423,5.978,6.394,0.083,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.962,3.913,3.3798,1.098,1.489,22.715,4.19,4.642
L1-O-CuCu-CHO,1,3.0,5.573,34.256,0.102,330.204,3.653,79.926,9247.426044,5.706,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.966,3.939,3.3798,1.105,1.489,23.161,4.19,4.878
L1-O-FeFe-C,1,3.0,5.556,41.04,0.107,319.937,3.653,73.555,9003.024964,5.725,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.962,3.913,3.3798,1.044,1.5,25.28,4.187,4.642
L1-O-FeFe-CHO,1,3.0,5.653,41.16,0.102,330.204,3.653,79.926,9247.426044,5.775,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.966,3.939,3.3798,1.049,1.504,25.726,4.187,4.878
L1-O-MnMn-C,1,1.99758333,5.585,44.078,0.107,319.937,3.653,73.555,9003.024964,5.762,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.963,3.913,3.3798,1.037,1.518,26.55,4.187,4.642
L1-O-MnMn-CHO,1,1.53291667,5.686,44.146,0.102,330.204,3.653,79.926,9247.426044,5.81,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.966,3.939,3.3798,1.042,1.522,26.996,4.187,4.878
L1-O-NiNi-C,1,3.0,5.507,36.163,0.107,319.937,3.653,73.555,9003.024964,5.673,315.681,8.423,5.978,6.394,0.083,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.962,3.913,3.3798,1.065,1.489,23.421,4.189,4.642
L1-O-NiNi-CHO,1,3.0,5.598,36.362,0.102,330.204,3.653,79.926,9247.426044,5.725,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.966,3.939,3.3798,1.071,1.489,23.867,4.189,4.878
L1-O-ScSc-C,0,3.0,5.802,69.298,0.107,319.937,3.653,73.555,9003.024964,6.143,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.995,3.913,3.3798,0.953,1.604,38.539,4.174,4.642
L1-O-ScSc-CHO,0,3.0,5.928,68.871,0.102,330.204,3.653,79.926,9247.426044,6.176,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,1.013,3.939,3.3798,0.954,1.606,38.985,4.174,4.878
L1-O-TiTi-C,1,1.363,5.725,59.754,0.107,319.937,3.653,73.555,9003.024964,5.988,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.984,3.913,3.3798,0.979,1.58,33.547,4.18,4.642
L1-O-TiTi-CHO,0,1.274,5.842,59.529,0.102,330.204,3.653,79.926,9247.426044,6.026,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,1.001,3.939,3.3798,0.981,1.583,33.993,4.18,4.878
L1-O-VV-C,1,2.81983333,5.668,53.147,0.107,319.937,3.653,73.555,9003.024964,5.887,315.681,8.423,5.978,6.394,0.082,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.976,3.913,3.3798,1.005,1.558,30.388,4.184,4.642
L1-O-VV-CHO,1,3.0,5.779,53.051,0.102,330.204,3.653,79.926,9247.426044,5.929,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.988,3.939,3.3798,1.009,1.561,30.834,4.184,4.878
L1-O-ZnZn-C,1,2.3973333299999995,5.517,37.079,0.107,319.937,3.653,73.555,9003.024964,5.682,315.681,8.423,5.978,6.394,0.083,36.149,3.073,0.355,-9.758,3.358,400.217,24,2.836,65.132,0.962,3.913,3.3798,1.109,1.489,22.113,4.191,4.642
L1-O-ZnZn-CHO,1,2.43783333,5.608,37.264,0.102,330.204,3.653,79.926,9247.426044,5.734,361.183,8.431,5.978,6.522,0.116,21.978,3.115,0.378,-11.652,3.686,376.675,24,2.908,71.503,0.966,3.939,3.3798,1.116,1.489,22.559,4.191,4.878
L10-N-CoCo-C,1,3.0,5.631,38.509,0.086,290.785,3.878,158.118,6758.253353,6.096,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.936,3.946,-3.0564,1.077,1.527,29.83,4.204,7.726
L10-N-CoCo-CHO,1,3.0,5.713,39.032,0.076,317.309,3.886,162.651,6986.33442,6.119,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.952,3.944,-3.0564,1.094,1.53,29.842,4.065,7.753
L10-N-CrCr-C,1,3.0,5.684,52.24,0.086,290.785,3.87,158.118,6758.253353,6.203,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.965,3.941,-3.0564,1.008,1.586,34.11,4.203,7.726
L10-N-CrCr-CHO,1,3.0,5.786,52.623,0.076,317.309,3.881,162.651,6986.33442,6.225,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.988,3.944,-3.0564,1.024,1.588,34.122,4.063,7.753
L10-N-CuCu-C,1,3.0,5.613,33.789,0.086,290.785,3.882,158.118,6758.253353,6.067,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.936,3.942,-3.0564,1.116,1.493,28.15,4.204,7.726
L10-N-CuCu-CHO,1,3.0,5.687,34.356,0.076,317.309,3.886,162.651,6986.33442,6.092,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.948,3.944,-3.0564,1.133,1.497,28.162,4.066,7.753
L10-N-FeFe-C,1,3.0,5.643,41.534,0.086,290.785,3.875,158.118,6758.253353,6.116,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.939,3.944,-3.0564,1.048,1.545,30.94,4.203,7.726
L10-N-FeFe-CHO,1,3.0,5.729,42.028,0.076,317.309,3.884,162.651,6986.33442,6.139,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.966,3.944,-3.0564,1.064,1.548,30.952,4.064,7.753
L10-N-MnMn-C,1,3.0,5.656,44.889,0.086,290.785,3.874,158.118,6758.253353,6.141,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.952,3.944,-3.0564,1.039,1.565,32.324,4.203,7.726
L10-N-MnMn-CHO,1,3.0,5.747,45.349,0.076,317.309,3.884,162.651,6986.33442,6.164,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.979,3.944,-3.0564,1.055,1.567,32.336,4.064,7.753
L10-N-NiNi-C,1,3.0,5.622,36.15,0.086,290.785,3.878,158.118,6758.253353,6.081,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.936,3.942,-3.0564,1.075,1.509,28.917,4.204,7.726
L10-N-NiNi-CHO,1,3.0,5.7,36.696,0.076,317.309,3.886,162.651,6986.33442,6.105,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.948,3.944,-3.0564,1.091,1.513,28.928,4.065,7.753
L10-N-ScSc-C,0,2.978,5.759,72.743,0.086,290.785,3.858,158.118,6758.253353,6.417,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,1.001,3.938,-3.0564,0.924,1.656,45.455,4.201,7.726
L10-N-ScSc-CHO,0,3.0,5.887,72.892,0.076,317.309,3.877,162.651,6986.33442,6.434,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.988,3.944,-3.0564,0.941,1.657,45.466,4.058,7.753
L10-N-TiTi-C,1,3.0,5.721,62.2,0.086,290.785,3.862,158.118,6758.253353,6.301,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.989,3.938,-3.0564,0.961,1.631,39.976,4.202,7.726
L10-N-TiTi-CHO,1,3.0,5.836,62.474,0.076,317.309,3.879,162.651,6986.33442,6.32,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.988,3.944,-3.0564,0.977,1.633,39.988,4.06,7.753
L10-N-VV-C,1,3.0,5.694,54.903,0.086,290.785,3.868,158.118,6758.253353,6.228,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.978,3.94,-3.0564,0.997,1.608,36.517,4.203,7.726
L10-N-VV-CHO,1,3.0,5.8,55.258,0.076,317.309,3.881,162.651,6986.33442,6.249,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,68,3.105,99.695,0.988,3.944,-3.0564,1.012,1.61,36.529,4.062,7.753
L10-N-ZnZn-C,1,3.0,5.626,37.162,0.086,290.785,3.883,158.118,6758.253353,6.087,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,70,3.105,77.066,0.936,3.944,-3.0564,1.13,1.478,27.496,4.204,7.726
L10-O-CoCo-CHO,1,3.0,5.707,39.83,0.076,322.283,3.886,167.625,13196.42417,6.118,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.948,3.944,-2.316,1.092,1.485,28.751,4.065,7.753
L10-O-CrCr-C,0,3.0,5.679,52.851,0.086,295.759,3.87,163.091,12945.66087,6.203,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.953,3.941,-2.316,1.007,1.535,32.643,4.203,7.726
L10-O-CrCr-CHO,1,3.0,5.781,53.291,0.076,322.283,3.882,167.625,13196.42417,6.224,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.972,3.944,-2.316,1.022,1.538,32.655,4.063,7.753
L10-O-CuCu-C,1,3.0,5.607,34.585,0.086,295.759,3.882,163.091,12945.66087,6.067,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.936,3.942,-2.316,1.115,1.451,27.203,4.204,7.726
L10-O-CuCu-CHO,1,3.0,5.681,35.198,0.076,322.283,3.886,167.625,13196.42417,6.091,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.948,3.944,-2.316,1.132,1.456,27.215,4.066,7.753
L10-O-FeFe-C,1,3.0,5.638,42.253,0.086,295.759,3.875,163.091,12945.66087,6.115,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.938,3.944,-2.316,1.047,1.498,29.753,4.203,7.726
L10-O-FeFe-CHO,1,3.0,5.724,42.797,0.076,322.283,3.885,167.625,13196.42417,6.138,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.948,3.944,-2.316,1.063,1.501,29.764,4.064,7.753
L10-O-MnMn-C,0,1.1315,5.651,45.574,0.086,295.759,3.874,163.091,12945.66087,6.14,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.945,3.944,-2.316,1.038,1.516,31.016,4.203,7.726
L10-O-MnMn-CHO,0,1.96108333,5.742,46.086,0.076,322.283,3.884,167.625,13196.42417,6.163,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.958,3.944,-2.316,1.053,1.519,31.028,4.064,7.753
L10-O-NiNi-C,1,3.0,5.617,36.923,0.086,295.759,3.878,163.091,12945.66087,6.08,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.936,3.942,-2.316,1.073,1.465,27.904,4.204,7.726
L10-O-NiNi-CHO,1,3.0,5.694,37.516,0.076,322.283,3.886,167.625,13196.42417,6.104,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.948,3.944,-2.316,1.09,1.47,27.916,4.065,7.753
L10-O-ScSc-C,0,3.0,5.754,73.145,0.086,295.759,3.861,163.091,12945.66087,6.416,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.986,3.938,-2.316,0.923,1.601,42.948,4.201,7.726
L10-O-ScSc-CHO,0,3.0,5.882,73.363,0.076,322.283,3.878,167.625,13196.42417,6.433,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.988,3.944,-2.316,0.939,1.603,42.96,4.059,7.753
L10-O-TiTi-C,1,1.41291667,5.716,62.71,0.086,295.759,3.862,163.091,12945.66087,6.3,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.973,3.938,-2.316,0.959,1.578,37.978,4.202,7.726
L10-O-TiTi-CHO,0,1.77683333,5.831,63.046,0.076,322.283,3.879,167.625,13196.42417,6.32,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.988,3.944,-2.316,0.975,1.58,37.99,4.061,7.753
L10-O-VV-C,1,3.0,5.689,55.488,0.086,295.759,3.868,163.091,12945.66087,6.227,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.962,3.94,-2.316,0.995,1.556,34.834,4.203,7.726
L10-O-VV-CHO,1,3.0,5.794,55.9,0.076,322.283,3.881,167.625,13196.42417,6.248,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.986,3.944,-2.316,1.011,1.558,34.846,4.062,7.753
L10-O-ZnZn-C,1,3.0,5.621,37.925,0.086,295.759,3.883,163.091,12945.66087,6.086,472.564,10.418,6.329,8.295,0.078,97.494,3.265,0.429,-21.49,4.005,258.964,56,3.105,82.04,0.936,3.944,-2.316,1.129,1.437,26.604,4.204,7.726
L10-O-ZnZn-CHO,1,3.0,5.7,38.508,0.076,322.283,3.886,167.625,13196.42417,6.11,561.262,10.392,6.309,7.563,0.075,121.016,3.2,0.443,-26.003,4.526,235.422,54,3.105,104.668,0.948,3.944,-2.316,1.146,1.443,26.616,4.067,7.753
L11-N-CoCo-C,1,3.0,5.609,39.414,0.067,317.537,3.94,71.154,5346.346117,5.941,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.014,1.5825,1.019,1.529,28.511,4.357,6.053
L11-N-CoCo-CHO,1,3.0,5.696,39.514,0.067,327.804,3.94,77.525,5579.260013,5.981,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.014,1.5825,1.026,1.532,28.957,4.357,6.289
L11-N-CrCr-C,1,3.0,5.661,53.154,0.067,317.537,3.931,71.154,5346.346117,6.066,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.011,1.5825,0.96,1.588,32.812,4.356,6.053
L11-N-CrCr-CHO,1,3.0,5.768,53.05,0.067,327.804,3.931,77.525,5579.260013,6.101,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.011,1.5825,0.966,1.59,33.258,4.356,6.289
L11-N-CuCu-C,1,3.0,5.59,34.649,0.067,317.537,3.944,71.154,5346.346117,5.908,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.012,1.5825,1.053,1.496,26.822,4.358,6.053
L11-N-CuCu-CHO,1,3.0,5.67,34.817,0.067,327.804,3.944,77.525,5579.260013,5.95,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.012,1.5825,1.06,1.5,27.268,4.358,6.289
L11-N-FeFe-C,1,3.0,5.62,42.457,0.067,317.537,3.937,71.154,5346.346117,5.965,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.013,1.5825,0.994,1.548,29.627,4.357,6.053
L11-N-FeFe-CHO,1,3.0,5.712,42.512,0.067,327.804,3.937,77.525,5579.260013,6.004,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.013,1.5825,1.0,1.551,30.073,4.357,6.289
L11-N-MnMn-C,1,3.0,5.633,45.821,0.067,317.537,3.936,71.154,5346.346117,5.994,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.013,1.5825,0.986,1.567,31.018,4.357,6.053
L11-N-MnMn-CHO,1,3.0,5.73,45.827,0.067,327.804,3.936,77.525,5579.260013,6.032,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.013,1.5825,0.993,1.57,31.464,4.357,6.289
L11-N-NiNi-C,1,3.0,5.599,37.036,0.067,317.537,3.94,71.154,5346.346117,5.924,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.012,1.5825,1.017,1.512,27.593,4.357,6.053
L11-N-NiNi-CHO,1,3.0,5.683,37.17,0.067,327.804,3.94,77.525,5579.260013,5.965,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.012,1.5825,1.024,1.516,28.039,4.357,6.289
L11-N-ScSc-C,0,2.91761111,5.734,73.328,0.067,317.537,3.914,71.154,5346.346117,6.307,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.009,1.5825,0.892,1.658,44.205,4.35,6.053
L11-N-ScSc-CHO,0,3.0,5.869,72.907,0.067,327.804,3.914,77.525,5579.260013,6.335,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.009,1.5825,0.897,1.66,44.651,4.35,6.289
L11-N-TiTi-C,1,3.0,5.697,63.007,0.067,317.537,3.923,71.154,5346.346117,6.177,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.009,1.5825,0.921,1.633,38.704,4.354,6.053
L11-N-TiTi-CHO,1,3.0,5.818,62.751,0.067,327.804,3.923,77.525,5579.260013,6.209,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.009,1.5825,0.927,1.635,39.151,4.354,6.289
L11-N-VV-C,1,3.0,5.67,55.799,0.067,317.537,3.929,71.154,5346.346117,6.094,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.01,1.5825,0.951,1.61,35.231,4.356,6.053
L11-N-VV-CHO,1,3.0,5.782,55.654,0.067,327.804,3.929,77.525,5579.260013,6.129,485.938,9.9,6.007,5.479,0.091,16.514,3.115,0.361,-15.128,4.189,376.675,82,2.982,63.957,1.112,4.01,1.5825,0.957,1.612,35.677,4.356,6.289
L11-N-ZnZn-C,1,3.0,5.603,38.056,0.067,317.537,3.945,71.154,5346.346117,5.931,439.444,9.799,6.006,5.205,0.068,27.585,3.103,0.343,-12.816,3.924,400.217,82,2.974,57.585,1.109,4.013,1.5825,1.065,1.481,26.165,4.358,6.053
